municipio,provincia,municipio_nombre_humano,codigo_ine,comunidad_autonoma
Sant Joan,Illes Balears,Sant Joan,7049,Islas Baleares
Sant Joan d'Alacant,Alicante,Sant Joan d'Alacant,3119,Comunidad Valenciana
Sant Joan de Labritja,Illes Balears,Sant Joan de Labritja,7050,Islas Baleares
Sant Joan de les Abadesses,Girona,Sant Joan de les Abadesses,17167,Cataluña
Sant Joan de Mollet,Girona,Sant Joan de Mollet,17168,Cataluña
Sant Joan de Moró,Castellón,Sant Joan de Moró,12902,Comunidad Valenciana
Sant Joan de Vilatorrada,Barcelona,Sant Joan de Vilatorrada,8218,Cataluña
Sant Joan Despí,Barcelona,Sant Joan Despí,8217,Cataluña
Sant Joan les Fonts,Girona,Sant Joan les Fonts,17185,Cataluña
Sant Joanet,Valencia,Sant Joanet,46222,Comunidad Valenciana
Sant Jordi Desvalls,Girona,Sant Jordi Desvalls,17166,Cataluña
Sant Jordi/San Jorge,Castellón,Sant Jordi/San Jorge,12099,Comunidad Valenciana
Sant Josep de sa Talaia,Illes Balears,Sant Josep de sa Talaia,7048,Islas Baleares
Sant Julià de Cerdanyola,Barcelona,Sant Julià de Cerdanyola,8903,Cataluña
Sant Julià de Ramis,Girona,Sant Julià de Ramis,17169,Cataluña
Sant Julià de Vilatorta,Barcelona,Sant Julià de Vilatorta,8220,Cataluña
Sant Julià del Llor i Bonmatí,Girona,Sant Julià del Llor i Bonmatí,17903,Cataluña
Sant Just Desvern,Barcelona,Sant Just Desvern,8221,Cataluña
Sant Llorenç d'Hortons,Barcelona,Sant Llorenç d'Hortons,8222,Cataluña
Sant Llorenç de la Muga,Girona,Sant Llorenç de la Muga,17171,Cataluña
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,25193,Cataluña
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar,7051,Islas Baleares
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall,8223,Cataluña
Sant Lluís,Illes Balears,Sant Lluís,7052,Islas Baleares
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars,8225,Cataluña
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles,8224,Cataluña
Sant Martí de Llémena,Girona,Sant Martí de Llémena,17172,Cataluña
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,25902,Cataluña
Sant Martí de Tous,Barcelona,Sant Martí de Tous,8226,Cataluña
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca,8227,Cataluña
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles,8228,Cataluña
Sant Martí Vell,Girona,Sant Martí Vell,17173,Cataluña
Sant Mateu,Castellón,Sant Mateu,12100,Comunidad Valenciana
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages,8229,Cataluña
Sant Miquel de Campmajor,Girona,Sant Miquel de Campmajor,17174,Cataluña
Sant Miquel de Fluvià,Girona,Sant Miquel de Fluvià,17175,Cataluña
Sant Mori,Girona,Sant Mori,17176,Cataluña
Sant Pau de Segúries,Girona,Sant Pau de Segúries,17177,Cataluña
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes,8231,Cataluña
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles,8232,Cataluña
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló,8233,Cataluña
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor,8234,Cataluña
Sant Pere Pescador,Girona,Sant Pere Pescador,17178,Cataluña
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera,8189,Cataluña
Sant Pol de Mar,Barcelona,Sant Pol de Mar,8235,Cataluña
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona,8236,Cataluña
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora,8237,Cataluña
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès,8238,Cataluña
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja,8239,Cataluña
Sant Ramon,Lleida,Sant Ramon,25194,Cataluña
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia,8240,Cataluña
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort,8241,Cataluña
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola,8098,Cataluña
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet,8262,Cataluña
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt,8264,Cataluña
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló,8265,Cataluña
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts,8263,Cataluña
Santa Amalia,Badajoz,Santa Amalia,6120,Extremadura
Santa Ana,Cáceres,Santa Ana,10165,Extremadura
Santa Ana de Pusa,Toledo,Santa Ana de Pusa,45155,Castilla-La Mancha
Santa Ana la Real,Huelva,Santa Ana la Real,21067,Andalucía
Santa Bàrbara,Tarragona,Santa Bàrbara,43138,Cataluña
Santa Bárbara de Casa,Huelva,Santa Bárbara de Casa,21068,Andalucía
Santa Brígida,Las Palmas,Santa Brígida,35021,Islas Canarias
Santa Cecilia,Burgos,Santa Cecilia,9343,Castilla y León
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà,8243,Cataluña
Santa Cecilia del Alcor,Palencia,Santa Cecilia del Alcor,34167,Castilla y León
Santa Cilia,Huesca,Santa Cilia,22208,Aragón
Santa Clara de Avedillo,Zamora,Santa Clara de Avedillo,49197,Castilla y León
Santa Coloma,La Rioja,Santa Coloma,26134,La Rioja
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló,8244,Cataluña
Santa Coloma de Farners,Girona,Santa Coloma de Farners,17180,Cataluña
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet,8245,Cataluña
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,43139,Cataluña
Santa Colomba de Curueño,León,Santa Colomba de Curueño,24151,Castilla y León
Santa Colomba de las Monjas,Zamora,Santa Colomba de las Monjas,49199,Castilla y León
Santa Colomba de Somoza,León,Santa Colomba de Somoza,24152,Castilla y León
Santa Comba,A Coruña,Santa Comba,15077,Galicia
Santa Cristina d'Aro,Girona,Santa Cristina d'Aro,17181,Cataluña
Santa Cristina de la Polvorosa,Zamora,Santa Cristina de la Polvorosa,49200,Castilla y León
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,24153,Castilla y León
Santa Croya de Tera,Zamora,Santa Croya de Tera,49201,Castilla y León
Santa Cruz de Bezana,Cantabria,Santa Cruz de Bezana,39073,Cantabria
Santa Cruz de Boedo,Palencia,Santa Cruz de Boedo,34168,Castilla y León
Santa Cruz de Grío,Zaragoza,Santa Cruz de Grío,50236,Aragón
Santa Cruz de la Palma,Santa Cruz de Tenerife,Santa Cruz de la Palma,38037,Islas Canarias
Santa Cruz de la Salceda,Burgos,Santa Cruz de la Salceda,9345,Castilla y León
Santa Cruz de la Serós,Huesca,Santa Cruz de la Serós,22209,Aragón
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,10166,Extremadura
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza,45156,Castilla-La Mancha
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,13076,Castilla-La Mancha
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,4080,Andalucía
Santa Cruz de Moncayo,Zaragoza,Santa Cruz de Moncayo,50237,Aragón
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya,16194,Castilla-La Mancha
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,13077,Castilla-La Mancha
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,44208,Aragón
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,10167,Extremadura
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,5222,Castilla y León
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,38038,Islas Canarias
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,42166,Castilla y León
Santa Cruz del Comercio,Granada,Santa Cruz del Comercio,18174,Andalucía
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar,45157,Castilla-La Mancha
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,5221,Castilla y León
Santa Cruz del Valle Urbión,Burgos,Santa Cruz del Valle Urbión,9346,Castilla y León
Santa Elena,Jaén,Santa Elena,23076,Andalucía
Santa Elena de Jamuz,León,Santa Elena de Jamuz,24154,Castilla y León
Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera,26135,La Rioja
Santa Eufemia,Córdoba,Santa Eufemia,14061,Andalucía
Santa Eufemia del Arroyo,Valladolid,Santa Eufemia del Arroyo,47152,Castilla y León
Santa Eufemia del Barco,Zamora,Santa Eufemia del Barco,49202,Castilla y León
Santa Eugènia,Illes Balears,Santa Eugènia,7053,Islas Baleares
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga,8246,Cataluña
Santa Eulalia,Teruel,Santa Eulalia,44209,Aragón
Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera,26136,La Rioja
Santa Eulalia de Gállego,Zaragoza,Santa Eulalia de Gállego,50238,Aragón
Santa Eulalia de Oscos,Asturias,Santa Eulalia de Oscos,33062,Principado de Asturias
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer,8247,Cataluña
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana,8248,Cataluña
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu,7054,Islas Baleares
Santa Fe,Granada,Santa Fe,18175,Andalucía
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,4081,Andalucía
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès,8249,Cataluña
Santa Gadea del Cid,Burgos,Santa Gadea del Cid,9347,Castilla y León
Santa Inés,Burgos,Santa Inés,9348,Castilla y León
Santa Llogaia d'Àlguema,Girona,Santa Llogaia d'Àlguema,17182,Cataluña
Santa Lucía de Tirajana,Las Palmas,Santa Lucía de Tirajana,35022,Islas Canarias
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,12102,Comunidad Valenciana
Santa Margalida,Illes Balears,Santa Margalida,7055,Islas Baleares
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui,8250,Cataluña
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos,8251,Cataluña
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló,8258,Cataluña
Santa Maria de Besora,Barcelona,Santa Maria de Besora,8253,Cataluña
Santa María de Cayón,Cantabria,Santa María de Cayón,39074,Cantabria
Santa María de Dulcis,Huesca,Santa María de Dulcis,22906,Aragón
Santa María de Guía de Gran Canaria,Las Palmas,Santa María de Guía de Gran Canaria,35023,Islas Canarias
Santa María de Huerta,Soria,Santa María de Huerta,42167,Castilla y León
Santa María de la Alameda,Madrid,Santa María de la Alameda,28135,Comunidad de Madrid
Santa María de la Isla,León,Santa María de la Isla,24155,Castilla y León
Santa María de la Vega,Zamora,Santa María de la Vega,49203,Castilla y León
Santa María de las Hoyas,Soria,Santa María de las Hoyas,42168,Castilla y León
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,5226,Castilla y León
Santa María de los Llanos,Cuenca,Santa María de los Llanos,16196,Castilla-La Mancha
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles,8256,Cataluña
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès,8255,Cataluña
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles,8257,Cataluña
Santa María de Ordás,León,Santa María de Ordás,24158,Castilla y León
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera,8259,Cataluña
Santa María de Sando,Salamanca,Santa María de Sando,37293,Castilla y León
Santa María de Valverde,Zamora,Santa María de Valverde,49204,Castilla y León
Santa María del Arroyo,Ávila,Santa María del Arroyo,5224,Castilla y León
Santa María del Berrocal,Ávila,Santa María del Berrocal,5225,Castilla y León
Santa María del Camí,Illes Balears,Santa María del Camí,7056,Islas Baleares
Santa María del Campo,Burgos,Santa María del Campo,9350,Castilla y León
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus,16195,Castilla-La Mancha
Santa María del Cubillo,Ávila,Santa María del Cubillo,5902,Castilla y León
Santa María del Invierno,Burgos,Santa María del Invierno,9351,Castilla y León
Santa María del Mercadillo,Burgos,Santa María del Mercadillo,9352,Castilla y León
Santa María del Monte de Cea,León,Santa María del Monte de Cea,24156,Castilla y León
Santa María del Páramo,León,Santa María del Páramo,24157,Castilla y León
Santa María del Tiétar,Ávila,Santa María del Tiétar,5227,Castilla y León
Santa María del Val,Cuenca,Santa María del Val,16197,Castilla-La Mancha
Santa María la Real de Nieva,Segovia,Santa María la Real de Nieva,40185,Castilla y León
Santa María Rivarredonda,Burgos,Santa María Rivarredonda,9353,Castilla y León
Santa Marina del Rey,León,Santa Marina del Rey,24159,Castilla y León
Santa Marta,Badajoz,Santa Marta,6121,Extremadura
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,10168,Extremadura
Santa Marta de Tormes,Salamanca,Santa Marta de Tormes,37294,Castilla y León
Santa Marta del Cerro,Segovia,Santa Marta del Cerro,40186,Castilla y León
Santa Olalla,Toledo,Santa Olalla,45158,Castilla-La Mancha
Santa Olalla de Bureba,Burgos,Santa Olalla de Bureba,9354,Castilla y León
Santa Olalla del Cala,Huelva,Santa Olalla del Cala,21069,Andalucía
Santa Oliva,Tarragona,Santa Oliva,43140,Cataluña
Santa Pau,Girona,Santa Pau,17184,Cataluña
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda,8260,Cataluña
Santa Pola,Alicante,Santa Pola,3121,Comunidad Valenciana
Santa Susanna,Barcelona,Santa Susanna,8261,Cataluña
Santa Úrsula,Santa Cruz de Tenerife,Santa Úrsula,38039,Islas Canarias
Santacara,Navarra,Santacara,31220,Comunidad Foral de Navarra
Santaella,Córdoba,Santaella,14060,Andalucía
Santaliestra y San Quílez,Huesca,Santaliestra y San Quílez,22212,Aragón
Santander,Cantabria,Santander,39075,Cantabria
Santanyí,Illes Balears,Santanyí,7057,Islas Baleares
Santas Martas,León,Santas Martas,24160,Castilla y León
Santed,Zaragoza,Santed,50239,Aragón
Santervás de Campos,Valladolid,Santervás de Campos,47153,Castilla y León
Santervás de la Vega,Palencia,Santervás de la Vega,34169,Castilla y León
Santiago de Alcántara,Cáceres,Santiago de Alcántara,10169,Extremadura
Santiago de Calatrava,Jaén,Santiago de Calatrava,23077,Andalucía
Santiago de Compostela,A Coruña,Santiago de Compostela,15078,Galicia
Santiago de la Puebla,Salamanca,Santiago de la Puebla,37296,Castilla y León
Santiago del Campo,Cáceres,Santiago del Campo,10170,Extremadura
Santiago del Collado,Ávila,Santiago del Collado,5228,Castilla y León
Santiago del Teide,Santa Cruz de Tenerife,Santiago del Teide,38040,Islas Canarias
Santiago del Tormes,Ávila,Santiago del Tormes,5904,Castilla y León
Santiago Millas,León,Santiago Millas,24161,Castilla y León
Santiago-Pontones,Jaén,Santiago-Pontones,23904,Andalucía
Santibáñez de Béjar,Salamanca,Santibáñez de Béjar,37297,Castilla y León
Santibáñez de Ecla,Palencia,Santibáñez de Ecla,34170,Castilla y León
Santibáñez de Esgueva,Burgos,Santibáñez de Esgueva,9355,Castilla y León
Santibáñez de la Peña,Palencia,Santibáñez de la Peña,34171,Castilla y León
Santibáñez de la Sierra,Salamanca,Santibáñez de la Sierra,37298,Castilla y León
Santibáñez de Tera,Zamora,Santibáñez de Tera,49205,Castilla y León
Santibáñez de Valcorba,Valladolid,Santibáñez de Valcorba,47154,Castilla y León
Santibáñez de Vidriales,Zamora,Santibáñez de Vidriales,49206,Castilla y León
Santibáñez del Val,Burgos,Santibáñez del Val,9356,Castilla y León
Santibáñez el Alto,Cáceres,Santibáñez el Alto,10171,Extremadura
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,10172,Extremadura
Santillana del Mar,Cantabria,Santillana del Mar,39076,Cantabria
Santiponce,Sevilla,Santiponce,41089,Andalucía
Santiso,A Coruña,Santiso,15079,Galicia
Santisteban del Puerto,Jaén,Santisteban del Puerto,23079,Andalucía
Santiurde de Reinosa,Cantabria,Santiurde de Reinosa,39077,Cantabria
Santiurde de Toranzo,Cantabria,Santiurde de Toranzo,39078,Cantabria
Santiuste,Guadalajara,Santiuste,19250,Castilla-La Mancha
Santiuste de Pedraza,Segovia,Santiuste de Pedraza,40188,Castilla y León
Santiuste de San Juan Bautista,Segovia,Santiuste de San Juan Bautista,40189,Castilla y León
Santiz,Salamanca,Santiz,37299,Castilla y León
Santo Adriano,Asturias,Santo Adriano,33064,Principado de Asturias
Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada,26138,La Rioja
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,5229,Castilla y León
Santo Domingo de Pirón,Segovia,Santo Domingo de Pirón,40190,Castilla y León
Santo Domingo de Silos,Burgos,Santo Domingo de Silos,9358,Castilla y León
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla,45901,Castilla-La Mancha
Santo Tomé,Jaén,Santo Tomé,23080,Andalucía
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,5230,Castilla y León
Santo Tomé del Puerto,Segovia,Santo Tomé del Puerto,40191,Castilla y León
Santomera,Murcia,Santomera,30901,Región de Murcia
Santoña,Cantabria,Santoña,39079,Cantabria
Santorcaz,Madrid,Santorcaz,28136,Comunidad de Madrid
Santos (Los),Salamanca,Los Santos,37300,Castilla y León
Santos de la Humosa (Los),Madrid,Los Santos de la Humosa,28137,Comunidad de Madrid
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,6122,Extremadura
Santovenia,Zamora,Santovenia,49207,Castilla y León
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,24162,Castilla y León
Santovenia de Pisuerga,Valladolid,Santovenia de Pisuerga,47155,Castilla y León
Santoyo,Palencia,Santoyo,34174,Castilla y León
Santpedor,Barcelona,Santpedor,8192,Cataluña
Santurde de Rioja,La Rioja,Santurde de Rioja,26140,La Rioja
Santurdejo,La Rioja,Santurdejo,26141,La Rioja
Santurtzi,Bizkaia,Santurtzi,48082,País Vasco
Sanxenxo,Pontevedra,Sanxenxo,36051,Galicia
Sanzoles,Zamora,Sanzoles,49210,Castilla y León
Sardón de Duero,Valladolid,Sardón de Duero,47157,Castilla y León
Sardón de los Frailes,Salamanca,Sardón de los Frailes,37301,Castilla y León
Sargentes de la Lora,Burgos,Sargentes de la Lora,9361,Castilla y León
Sariego,Asturias,Sariego,33065,Principado de Asturias
Sariegos,León,Sariegos,24163,Castilla y León
Sariñena,Huesca,Sariñena,22213,Aragón
Saro,Cantabria,Saro,39081,Cantabria
Sarracín,Burgos,Sarracín,9362,Castilla y León
Sarral,Tarragona,Sarral,43142,Cataluña
Sarreaus,Ourense,Sarreaus,32078,Galicia
Sarria,Lugo,Sarria,27057,Galicia
Sarrià de Ter,Girona,Sarrià de Ter,17186,Cataluña
Sarriés/Sartze,Navarra,Sarriés/Sartze,31222,Comunidad Foral de Navarra
Sarrión,Teruel,Sarrión,44210,Aragón
Sarroca de Bellera,Lleida,Sarroca de Bellera,25201,Cataluña
Sarroca de Lleida,Lleida,Sarroca de Lleida,25200,Cataluña
Sartaguda,Navarra,Sartaguda,31223,Comunidad Foral de Navarra
Sartajada,Toledo,Sartajada,45159,Castilla-La Mancha
Sasamón,Burgos,Sasamón,9363,Castilla y León
Sástago,Zaragoza,Sástago,50240,Aragón
Saúca,Guadalajara,Saúca,19251,Castilla-La Mancha
Saucedilla,Cáceres,Saucedilla,10173,Extremadura
Saucejo (El),Sevilla,El Saucejo,41090,Andalucía
Saucelle,Salamanca,Saucelle,37302,Castilla y León
Sauquillo de Cabezas,Segovia,Sauquillo de Cabezas,40192,Castilla y León
Saus Camallera i Llampaies,Girona,Saus Camallera i Llampaies,17187,Cataluña
Sauzal (El),Santa Cruz de Tenerife,El Sauzal,38041,Islas Canarias
Savallà del Comtat,Tarragona,Savallà del Comtat,43143,Cataluña
Saviñao (O),Lugo,O Saviñao,27058,Galicia
Sax,Alicante,Sax,3123,Comunidad Valenciana
Sayalonga,Málaga,Sayalonga,29086,Andalucía
Sayatón,Guadalajara,Sayatón,19252,Castilla-La Mancha
Sebúlcor,Segovia,Sebúlcor,40193,Castilla y León
Seca (La),Valladolid,La Seca,47158,Castilla y León
Secastilla,Huesca,Secastilla,22214,Aragón
Secuita (La),Tarragona,La Secuita,43144,Cataluña
Sedaví,Valencia,Sedaví,46223,Comunidad Valenciana
Sedella,Málaga,Sedella,29087,Andalucía
Sediles,Zaragoza,Sediles,50242,Aragón
Segart,Valencia,Segart,46224,Comunidad Valenciana
Segorbe,Castellón,Segorbe,12104,Comunidad Valenciana
Segovia,Segovia,Segovia,40194,Castilla y León
Segura,Gipuzkoa,Segura,20070,País Vasco
Segura de la Sierra,Jaén,Segura de la Sierra,23081,Andalucía
Segura de León,Badajoz,Segura de León,6124,Extremadura
Segura de los Baños,Teruel,Segura de los Baños,44211,Aragón
Segura de Toro,Cáceres,Segura de Toro,10174,Extremadura
Segurilla,Toledo,Segurilla,45160,Castilla-La Mancha
Seira,Huesca,Seira,22215,Aragón
Selas,Guadalajara,Selas,19254,Castilla-La Mancha
Selaya,Cantabria,Selaya,39082,Cantabria
Sella,Alicante,Sella,3124,Comunidad Valenciana
Sellent,Valencia,Sellent,46225,Comunidad Valenciana
Selva,Illes Balears,Selva,7058,Islas Baleares
Selva de Mar (La),Girona,La Selva de Mar,17188,Cataluña
Selva del Camp (La),Tarragona,La Selva del Camp,43145,Cataluña
Semillas,Guadalajara,Semillas,19901,Castilla-La Mancha
Sempere,Valencia,Sempere,46226,Comunidad Valenciana
Sena,Huesca,Sena,22217,Aragón
Sena de Luna,León,Sena de Luna,24164,Castilla y León
Senan,Tarragona,Senan,43146,Cataluña
Sencelles,Illes Balears,Sencelles,7047,Islas Baleares
Senés,Almería,Senés,4082,Andalucía
Senés de Alcubierre,Huesca,Senés de Alcubierre,22218,Aragón
Sénia (La),Tarragona,La Sénia,43044,Cataluña
Senija,Alicante,Senija,3125,Comunidad Valenciana
Seno,Teruel,Seno,44212,Aragón
Senterada,Lleida,Senterada,25202,Cataluña
Sentiu de Sió (La),Lleida,La Sentiu de Sió,25035,Cataluña
Sentmenat,Barcelona,Sentmenat,8267,Cataluña
Senyera,Valencia,Senyera,46227,Comunidad Valenciana
Sepulcro-Hilario,Salamanca,Sepulcro-Hilario,37304,Castilla y León
Sepúlveda,Segovia,Sepúlveda,40195,Castilla y León
Sequera de Fresno,Segovia,Sequera de Fresno,40196,Castilla y León
Sequera de Haza (La),Burgos,La Sequera de Haza,9365,Castilla y León
Sequeros,Salamanca,Sequeros,37305,Castilla y León
Serinyà,Girona,Serinyà,17190,Cataluña
Serna (La),Palencia,La Serna,34175,Castilla y León
Serna del Monte (La),Madrid,La Serna del Monte,28138,Comunidad de Madrid
Serón,Almería,Serón,4083,Andalucía
Serón de Nágima,Soria,Serón de Nágima,42171,Castilla y León
Seròs,Lleida,Seròs,25204,Cataluña
Serra,Valencia,Serra,46228,Comunidad Valenciana
Serra de Daró,Girona,Serra de Daró,17191,Cataluña
Serrada,Valladolid,Serrada,47159,Castilla y León
Serrada (La),Ávila,La Serrada,5232,Castilla y León
Serradilla,Cáceres,Serradilla,10175,Extremadura
Serradilla del Arroyo,Salamanca,Serradilla del Arroyo,37306,Castilla y León
Serradilla del Llano,Salamanca,Serradilla del Llano,37307,Castilla y León
Serranillos,Ávila,Serranillos,5233,Castilla y León
Serranillos del Valle,Madrid,Serranillos del Valle,28140,Comunidad de Madrid
Serratella (La),Castellón,La Serratella,12103,Comunidad Valenciana
Serrato,Málaga,Serrato,29904,Andalucía
Serrejón,Cáceres,Serrejón,10176,Extremadura
Sesa,Huesca,Sesa,22220,Aragón
Seseña,Toledo,Seseña,45161,Castilla-La Mancha
Sesma,Navarra,Sesma,31224,Comunidad Foral de Navarra
Sestao,Bizkaia,Sestao,48084,País Vasco
Sestrica,Zaragoza,Sestrica,50243,Aragón
Sesué,Huesca,Sesué,22221,Aragón
Setcases,Girona,Setcases,17192,Cataluña
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,11034,Andalucía
Setiles,Guadalajara,Setiles,19255,Castilla-La Mancha
Seu d'Urgell (La),Lleida,La Seu d'Urgell,25203,Cataluña
Seva,Barcelona,Seva,8269,Cataluña
Sevilla,Sevilla,Sevilla,41091,Andalucía
Sevilla la Nueva,Madrid,Sevilla la Nueva,28141,Comunidad de Madrid
Sevilleja de la Jara,Toledo,Sevilleja de la Jara,45162,Castilla-La Mancha
Sidamon,Lleida,Sidamon,25205,Cataluña
Sienes,Guadalajara,Sienes,19256,Castilla-La Mancha
Siero,Asturias,Siero,33066,Principado de Asturias
Sierpe (La),Salamanca,La Sierpe,37309,Castilla y León
Sierra de Fuentes,Cáceres,Sierra de Fuentes,10177,Extremadura
Sierra de Luna,Zaragoza,Sierra de Luna,50244,Aragón
Sierra de Yeguas,Málaga,Sierra de Yeguas,29088,Andalucía
Sierra Engarcerán,Castellón,Sierra Engarcerán,12105,Comunidad Valenciana
Sierro,Almería,Sierro,4084,Andalucía
Siétamo,Huesca,Siétamo,22222,Aragón
Siete Aguas,Valencia,Siete Aguas,46229,Comunidad Valenciana
Siete Iglesias de Trabancos,Valladolid,Siete Iglesias de Trabancos,47160,Castilla y León
Sieteiglesias de Tormes,Salamanca,Sieteiglesias de Tormes,37310,Castilla y León
Sigeres,Ávila,Sigeres,5234,Castilla y León
Sigüenza,Guadalajara,Sigüenza,19257,Castilla-La Mancha
Sigüés,Zaragoza,Sigüés,50245,Aragón
Siles,Jaén,Siles,23082,Andalucía
Silla,Valencia,Silla,46230,Comunidad Valenciana
Silleda,Pontevedra,Silleda,36052,Galicia
Silos (Los),Santa Cruz de Tenerife,Los Silos,38042,Islas Canarias
Sils,Girona,Sils,17193,Cataluña
Simancas,Valladolid,Simancas,47161,Castilla y León
Simat de la Valldigna,Valencia,Simat de la Valldigna,46231,Comunidad Valenciana
Sinarcas,Valencia,Sinarcas,46232,Comunidad Valenciana
Sineu,Illes Balears,Sineu,7060,Islas Baleares
Singra,Teruel,Singra,44213,Aragón
Sinlabajos,Ávila,Sinlabajos,5235,Castilla y León
Siruela,Badajoz,Siruela,6125,Extremadura
Sisamón,Zaragoza,Sisamón,50246,Aragón
Sisante,Cuenca,Sisante,16198,Castilla-La Mancha
Sitges,Barcelona,Sitges,8270,Cataluña
Siurana,Girona,Siurana,17052,Cataluña
Soba,Cantabria,Soba,39083,Cantabria
Sober,Lugo,Sober,27059,Galicia
Sobradiel,Zaragoza,Sobradiel,50247,Aragón
Sobradillo,Salamanca,Sobradillo,37311,Castilla y León
Sobrado,León,Sobrado,15080,Castilla y León
Sobrado,A Coruña,Sobrado,24165,Galicia
Sobremunt,Barcelona,Sobremunt,8271,Cataluña
Sobrescobio,Asturias,Sobrescobio,33067,Principado de Asturias
Socovos,Albacete,Socovos,2072,Castilla-La Mancha
Socuéllamos,Ciudad Real,Socuéllamos,13078,Castilla-La Mancha
Sojuela,La Rioja,Sojuela,26143,La Rioja
Solana (La),Ciudad Real,La Solana,13079,Castilla-La Mancha
Solana de Ávila,Ávila,Solana de Ávila,5236,Castilla y León
Solana de los Barros,Badajoz,Solana de los Barros,6126,Extremadura
Solana de Rioalmar,Ávila,Solana de Rioalmar,5237,Castilla y León
Solana del Pino,Ciudad Real,Solana del Pino,13080,Castilla-La Mancha
Solanillos del Extremo,Guadalajara,Solanillos del Extremo,19258,Castilla-La Mancha
Solarana,Burgos,Solarana,9366,Castilla y León
